village_id,date,ph,turbidity,orp,rainfall,true_diarrhea,true_vomiting,true_fever,report_text,diarrhea,vomiting,fever,suspected_source,total_risk,status,r_ph,r_turb,r_orp,r_rain,r_health,advisory
V2,2025-02-04,7.42,2.53,442.0,6.4,3,0,1,3 persons reported diarrhea and 0 vomiting today. Water source was pond.,1,0,0,pond,0.2363636363636363,GREEN,0.0,0.1,0.1,0.4,0.4545454545454545,Water sources appear safe. Continue routine monitoring and standard operations.
V2,2025-02-05,7.37,5.95,308.0,34.2,0,0,0,Today 0 people have loose motions and 0 are vomiting after using pond water.,0,1,0,pond,0.3759545454545454,YELLOW,0.0,0.5,0.1,0.9366666666666666,0.3181818181818181,High water turbidity risk detected. Inspect filtration units and intake points. Recent rainfall may increase contamination risk. Increase monitoring frequency.
V2,2025-02-06,7.32,4.46,389.4,3.4,2,0,1,Today 2 people have loose motions and 0 are vomiting after using river water.,2,1,0,river,0.355,YELLOW,0.0,0.1,0.1,0.1,1.0,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V2,2025-02-07,7.33,2.78,448.2,5.2,1,0,0,1 persons reported diarrhea and 0 vomiting today. Water source was handpump.,1,0,0,handpump,0.2363636363636363,GREEN,0.0,0.1,0.1,0.4,0.4545454545454545,Water sources appear safe. Continue routine monitoring and standard operations.
V2,2025-02-08,7.3,3.99,316.7,2.8,1,0,0,1 persons reported diarrhea and 0 vomiting today. Water source was handpump.,1,0,0,handpump,0.1913636363636363,GREEN,0.0,0.1,0.1,0.1,0.4545454545454545,Water sources appear safe. Continue routine monitoring and standard operations.
V2,2025-02-09,7.27,3.36,334.5,4.6,5,0,0,Today 5 people have loose motions and 0 are vomiting after using pond water.,5,1,0,pond,0.355,YELLOW,0.0,0.1,0.1,0.1,1.0,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V2,2025-02-10,7.36,2.5,329.3,2.1,2,0,1,Today 2 people have loose motions and 0 are vomiting after using handpump water.,2,1,0,handpump,0.355,YELLOW,0.0,0.1,0.1,0.1,1.0,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V2,2025-02-11,7.39,2.98,335.6,4.5,4,1,1,Today 4 people have loose motions and 1 are vomiting after using pond water.,4,1,0,pond,0.355,YELLOW,0.0,0.1,0.1,0.1,1.0,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V2,2025-02-12,7.35,2.03,322.4,1.3,2,0,0,Field worker noticed 2 diarrhea cases and 0 fever cases in the village. Source: pond.,2,0,0,pond,0.3277272727272727,YELLOW,0.0,0.1,0.1,0.1,0.9090909090909092,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V2,2025-02-13,7.28,3.61,379.9,7.8,1,1,1,1 persons reported diarrhea and 1 vomiting today. Water source was pond.,1,1,0,pond,0.3318181818181818,YELLOW,0.0,0.1,0.1,0.4,0.7727272727272726,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V2,2025-02-14,7.29,3.24,332.1,2.7,0,1,0,"There are 0 loose motion cases, 1 vomiting cases and 0 fever cases today after drinking river water.",0,1,0,river,0.1504545454545454,GREEN,0.0,0.1,0.1,0.1,0.3181818181818181,Water sources appear safe. Continue routine monitoring and standard operations.
V2,2025-02-15,7.26,3.06,365.1,5.0,1,0,0,1 persons reported diarrhea and 0 vomiting today. Water source was pond.,1,0,0,pond,0.2363636363636363,GREEN,0.0,0.1,0.1,0.4,0.4545454545454545,Water sources appear safe. Continue routine monitoring and standard operations.
V2,2025-02-16,7.36,2.44,292.1,6.2,0,1,0,"There are 0 loose motion cases, 1 vomiting cases and 0 fever cases today after drinking handpump water.",0,1,0,handpump,0.2404545454545454,GREEN,0.0,0.1,0.4,0.4,0.3181818181818181,Water sources appear safe. Continue routine monitoring and standard operations.
V2,2025-02-17,7.29,5.67,384.9,47.2,1,0,1,"There are 1 loose motion cases, 0 vomiting cases and 1 fever cases today after drinking pond water.",1,0,1,pond,0.4672727272727273,YELLOW,0.0,0.5,0.1,1.0,0.5909090909090908,High water turbidity risk detected. Inspect filtration units and intake points. Recent rainfall may increase contamination risk. Increase monitoring frequency.
V2,2025-02-18,7.28,3.76,321.6,3.2,0,1,1,0 persons reported diarrhea and 1 vomiting today. Water source was river.,1,1,0,river,0.2868181818181817,YELLOW,0.0,0.1,0.1,0.1,0.7727272727272726,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V2,2025-02-19,7.3,1.82,368.3,1.5,4,0,2,Today 4 people have loose motions and 0 are vomiting after using pond water.,4,1,0,pond,0.355,YELLOW,0.0,0.1,0.1,0.1,1.0,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V2,2025-02-20,7.26,2.64,295.7,0.9,1,0,0,"There are 1 loose motion cases, 0 vomiting cases and 0 fever cases today after drinking handpump water.",1,0,0,handpump,0.2363636363636363,GREEN,0.0,0.1,0.4,0.1,0.4545454545454545,Water sources appear safe. Continue routine monitoring and standard operations.
V2,2025-02-21,7.25,2.2,349.0,2.5,0,0,0,"There are 0 loose motion cases, 0 vomiting cases and 0 fever cases today after drinking river water.",0,0,0,river,0.055,GREEN,0.0,0.1,0.1,0.1,0.0,Water sources appear safe. Continue routine monitoring and standard operations.
V2,2025-02-22,7.27,3.25,311.3,2.3,0,1,0,"There are 0 loose motion cases, 1 vomiting cases and 0 fever cases today after drinking river water.",0,1,0,river,0.1504545454545454,GREEN,0.0,0.1,0.1,0.1,0.3181818181818181,Water sources appear safe. Continue routine monitoring and standard operations.
V2,2025-02-23,7.26,2.9,351.1,5.6,0,0,0,Today 0 people have loose motions and 0 are vomiting after using handpump water.,0,1,0,handpump,0.1954545454545454,GREEN,0.0,0.1,0.1,0.4,0.3181818181818181,Water sources appear safe. Continue routine monitoring and standard operations.
V2,2025-02-24,7.22,2.1,357.8,0.3,2,0,0,Today 2 people have loose motions and 0 are vomiting after using handpump water.,2,1,0,handpump,0.355,YELLOW,0.0,0.1,0.1,0.1,1.0,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V2,2025-02-25,7.23,1.79,324.1,5.7,3,0,1,"There are 3 loose motion cases, 0 vomiting cases and 1 fever cases today after drinking pond water.",3,0,1,pond,0.4,YELLOW,0.0,0.1,0.1,0.4,1.0,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V2,2025-02-26,7.29,2.48,366.1,4.4,1,0,0,Field worker noticed 1 diarrhea cases and 0 fever cases in the village. Source: handpump.,1,0,0,handpump,0.1913636363636363,GREEN,0.0,0.1,0.1,0.1,0.4545454545454545,Water sources appear safe. Continue routine monitoring and standard operations.
V2,2025-02-27,7.24,5.23,328.8,7.0,2,0,1,2 persons reported diarrhea and 0 vomiting today. Water source was pond.,1,0,0,pond,0.3363636363636363,YELLOW,0.0,0.5,0.1,0.4,0.4545454545454545,High water turbidity risk detected. Inspect filtration units and intake points.
V2,2025-02-28,7.27,2.25,329.9,7.8,0,0,0,0 persons reported diarrhea and 0 vomiting today. Water source was pond.,1,0,0,pond,0.2363636363636363,GREEN,0.0,0.1,0.1,0.4,0.4545454545454545,Water sources appear safe. Continue routine monitoring and standard operations.
V2,2025-03-01,7.24,3.1,413.0,5.8,1,1,1,"There are 1 loose motion cases, 1 vomiting cases and 1 fever cases today after drinking handpump water.",1,1,1,handpump,0.3727272727272727,YELLOW,0.0,0.1,0.1,0.4,0.9090909090909092,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-01,7.04,1.09,382.0,3.9,0,1,1,"There are 0 loose motion cases, 1 vomiting cases and 1 fever cases today after drinking pond water.",0,1,1,pond,0.1913636363636363,GREEN,0.0,0.1,0.1,0.1,0.4545454545454545,Water sources appear safe. Continue routine monitoring and standard operations.
V3,2025-01-02,7.01,3.14,323.1,7.3,1,1,0,Field worker noticed 1 diarrhea cases and 0 fever cases in the village. Source: pond.,1,0,0,pond,0.2363636363636363,GREEN,0.0,0.1,0.1,0.4,0.4545454545454545,Water sources appear safe. Continue routine monitoring and standard operations.
V3,2025-01-03,7.03,1.0,303.8,3.6,2,1,1,2 persons reported diarrhea and 1 vomiting today. Water source was river.,1,1,0,river,0.2868181818181817,YELLOW,0.0,0.1,0.1,0.1,0.7727272727272726,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-04,7.03,2.84,298.7,3.6,0,1,0,"There are 0 loose motion cases, 1 vomiting cases and 0 fever cases today after drinking pond water.",0,1,0,pond,0.1954545454545454,GREEN,0.0,0.1,0.4,0.1,0.3181818181818181,Water sources appear safe. Continue routine monitoring and standard operations.
V3,2025-01-05,7.01,2.57,337.1,5.7,3,0,0,Today 3 people have loose motions and 0 are vomiting after using handpump water.,3,1,0,handpump,0.4,YELLOW,0.0,0.1,0.1,0.4,1.0,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-06,7.05,4.35,352.1,0.5,0,0,0,Today 0 people have loose motions and 0 are vomiting after using pond water.,0,1,0,pond,0.1504545454545454,GREEN,0.0,0.1,0.1,0.1,0.3181818181818181,Water sources appear safe. Continue routine monitoring and standard operations.
V3,2025-01-07,7.05,2.08,355.6,2.5,2,0,1,2 persons reported diarrhea and 0 vomiting today. Water source was pond.,1,0,0,pond,0.1913636363636363,GREEN,0.0,0.1,0.1,0.1,0.4545454545454545,Water sources appear safe. Continue routine monitoring and standard operations.
V3,2025-01-08,7.0,6.51,375.8,32.3,2,1,1,"There are 2 loose motion cases, 1 vomiting cases and 1 fever cases today after drinking pond water.",2,1,1,pond,0.57575,RED,0.0,0.5,0.1,0.905,1.0,High water turbidity risk detected. Inspect filtration units and intake points. Recent rainfall may increase contamination risk. Increase monitoring frequency. Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-09,7.02,3.5,446.1,6.7,2,2,0,"There are 2 loose motion cases, 2 vomiting cases and 0 fever cases today after drinking river water.",2,2,0,river,0.4,YELLOW,0.0,0.1,0.1,0.4,1.0,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-10,6.98,2.61,361.9,3.2,2,2,1,"There are 2 loose motion cases, 2 vomiting cases and 1 fever cases today after drinking pond water.",2,2,1,pond,0.355,YELLOW,0.0,0.1,0.1,0.1,1.0,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-11,6.94,1.38,391.9,7.0,2,1,0,2 persons reported diarrhea and 1 vomiting today. Water source was pond.,1,1,0,pond,0.3318181818181818,YELLOW,0.0,0.1,0.1,0.4,0.7727272727272726,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-12,6.87,6.64,284.3,33.0,1,0,0,Today 1 people have loose motions and 0 are vomiting after using river water.,1,1,0,river,0.5543181818181817,RED,0.0,0.5,0.4,0.9166666666666666,0.7727272727272726,High water turbidity risk detected. Inspect filtration units and intake points. Recent rainfall may increase contamination risk. Increase monitoring frequency. Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-13,6.84,2.95,393.6,1.8,1,1,0,Field worker noticed 1 diarrhea cases and 0 fever cases in the village. Source: river.,1,0,0,river,0.1913636363636363,GREEN,0.0,0.1,0.1,0.1,0.4545454545454545,Water sources appear safe. Continue routine monitoring and standard operations.
V3,2025-01-14,6.77,7.82,284.2,33.6,4,2,0,Field worker noticed 4 diarrhea cases and 0 fever cases in the village. Source: river.,4,0,0,river,0.6239999999999999,RED,0.0,0.5,0.4,0.9266666666666666,1.0,High water turbidity risk detected. Inspect filtration units and intake points. Recent rainfall may increase contamination risk. Increase monitoring frequency. Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-15,6.79,7.91,342.4,45.9,0,0,0,"There are 0 loose motion cases, 0 vomiting cases and 0 fever cases today after drinking river water.",0,0,0,river,0.29,YELLOW,0.0,0.5,0.1,1.0,0.0,High water turbidity risk detected. Inspect filtration units and intake points. Recent rainfall may increase contamination risk. Increase monitoring frequency.
V3,2025-01-16,6.8,3.51,405.7,2.5,3,1,0,3 persons reported diarrhea and 1 vomiting today. Water source was pond.,1,1,0,pond,0.2868181818181817,YELLOW,0.0,0.1,0.1,0.1,0.7727272727272726,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-17,6.81,4.32,356.4,1.5,4,0,3,4 persons reported diarrhea and 0 vomiting today. Water source was river.,1,0,0,river,0.1913636363636363,GREEN,0.0,0.1,0.1,0.1,0.4545454545454545,Water sources appear safe. Continue routine monitoring and standard operations.
V3,2025-01-18,6.83,1.64,298.1,1.8,1,1,0,Today 1 people have loose motions and 1 are vomiting after using pond water.,1,1,0,pond,0.3318181818181817,YELLOW,0.0,0.1,0.4,0.1,0.7727272727272726,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-19,6.89,2.11,323.1,2.2,1,0,0,Field worker noticed 1 diarrhea cases and 0 fever cases in the village. Source: handpump.,1,0,0,handpump,0.1913636363636363,GREEN,0.0,0.1,0.1,0.1,0.4545454545454545,Water sources appear safe. Continue routine monitoring and standard operations.
V3,2025-01-20,6.88,3.28,344.8,6.9,0,1,0,Today 0 people have loose motions and 1 are vomiting after using pond water.,0,1,0,pond,0.1954545454545454,GREEN,0.0,0.1,0.1,0.4,0.3181818181818181,Water sources appear safe. Continue routine monitoring and standard operations.
V3,2025-01-21,7.01,2.56,317.9,3.1,1,2,0,"There are 1 loose motion cases, 2 vomiting cases and 0 fever cases today after drinking handpump water.",1,2,0,handpump,0.355,YELLOW,0.0,0.1,0.1,0.1,1.0,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-22,6.99,4.41,341.9,4.6,0,1,0,0 persons reported diarrhea and 1 vomiting today. Water source was handpump.,1,1,0,handpump,0.2868181818181817,YELLOW,0.0,0.1,0.1,0.1,0.7727272727272726,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-23,6.96,2.75,359.4,2.8,2,0,0,Today 2 people have loose motions and 0 are vomiting after using pond water.,2,1,0,pond,0.355,YELLOW,0.0,0.1,0.1,0.1,1.0,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-24,6.99,1.63,427.9,8.0,1,0,0,Today 1 people have loose motions and 0 are vomiting after using pond water.,1,1,0,pond,0.3318181818181818,YELLOW,0.0,0.1,0.1,0.4,0.7727272727272726,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-25,7.02,1.31,313.4,1.4,1,0,1,Today 1 people have loose motions and 0 are vomiting after using handpump water.,1,1,0,handpump,0.2868181818181817,YELLOW,0.0,0.1,0.1,0.1,0.7727272727272726,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-26,6.97,2.42,337.3,1.9,4,1,1,4 persons reported diarrhea and 1 vomiting today. Water source was handpump.,1,1,0,handpump,0.2868181818181817,YELLOW,0.0,0.1,0.1,0.1,0.7727272727272726,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-27,6.92,1.88,321.8,6.3,2,0,0,Today 2 people have loose motions and 0 are vomiting after using river water.,2,1,0,river,0.4,YELLOW,0.0,0.1,0.1,0.4,1.0,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-28,6.92,2.41,383.5,4.1,2,1,1,2 persons reported diarrhea and 1 vomiting today. Water source was handpump.,1,1,0,handpump,0.2868181818181817,YELLOW,0.0,0.1,0.1,0.1,0.7727272727272726,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-29,6.95,3.6,329.7,6.9,1,1,2,Today 1 people have loose motions and 1 are vomiting after using handpump water.,1,1,0,handpump,0.3318181818181818,YELLOW,0.0,0.1,0.1,0.4,0.7727272727272726,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-30,6.95,8.6,382.7,54.5,2,0,0,Today 2 people have loose motions and 0 are vomiting after using handpump water.,2,1,0,handpump,0.5900000000000001,RED,0.0,0.5,0.1,1.0,1.0,High water turbidity risk detected. Inspect filtration units and intake points. Recent rainfall may increase contamination risk. Increase monitoring frequency. Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-01-31,6.95,7.39,277.9,34.7,1,0,1,Field worker noticed 1 diarrhea cases and 1 fever cases in the village. Source: river.,1,0,1,river,0.5040227272727272,YELLOW,0.0,0.5,0.4,0.945,0.5909090909090908,High water turbidity risk detected. Inspect filtration units and intake points. Recent rainfall may increase contamination risk. Increase monitoring frequency.
V3,2025-02-01,6.94,2.6,409.6,5.2,2,2,0,2 persons reported diarrhea and 2 vomiting today. Water source was river.,1,2,0,river,0.4,YELLOW,0.0,0.1,0.1,0.4,1.0,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-02-02,6.91,6.38,350.6,32.1,5,1,2,Field worker noticed 5 diarrhea cases and 2 fever cases in the village. Source: handpump.,5,0,2,handpump,0.57525,RED,0.0,0.5,0.1,0.9016666666666666,1.0,High water turbidity risk detected. Inspect filtration units and intake points. Recent rainfall may increase contamination risk. Increase monitoring frequency. Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-02-03,6.94,2.2,380.4,3.3,1,0,0,Field worker noticed 1 diarrhea cases and 0 fever cases in the village. Source: pond.,1,0,0,pond,0.1913636363636363,GREEN,0.0,0.1,0.1,0.1,0.4545454545454545,Water sources appear safe. Continue routine monitoring and standard operations.
V3,2025-02-04,6.96,5.29,290.8,30.4,0,0,3,0 persons reported diarrhea and 0 vomiting today. Water source was river.,1,0,0,river,0.4523636363636363,YELLOW,0.0,0.5,0.4,0.8733333333333333,0.4545454545454545,High water turbidity risk detected. Inspect filtration units and intake points. Recent rainfall may increase contamination risk. Increase monitoring frequency.
V3,2025-02-05,7.02,7.66,343.7,41.9,0,0,0,Field worker noticed 0 diarrhea cases and 0 fever cases in the village. Source: handpump.,0,0,0,handpump,0.29,YELLOW,0.0,0.5,0.1,1.0,0.0,High water turbidity risk detected. Inspect filtration units and intake points. Recent rainfall may increase contamination risk. Increase monitoring frequency.
V3,2025-02-06,7.0,1.05,315.0,5.9,4,1,0,Field worker noticed 4 diarrhea cases and 0 fever cases in the village. Source: river.,4,0,0,river,0.4,YELLOW,0.0,0.1,0.1,0.4,1.0,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-02-07,6.99,1.0,386.9,0.3,5,1,2,Today 5 people have loose motions and 1 are vomiting after using pond water.,5,1,0,pond,0.355,YELLOW,0.0,0.1,0.1,0.1,1.0,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-02-08,7.0,4.53,296.1,23.4,0,1,0,Today 0 people have loose motions and 1 are vomiting after using river water.,0,1,0,river,0.2939545454545454,YELLOW,0.0,0.1,0.4,0.7566666666666666,0.3181818181818181,Recent rainfall may increase contamination risk. Increase monitoring frequency.
V3,2025-02-09,7.06,1.5,378.8,0.8,0,0,0,0 persons reported diarrhea and 0 vomiting today. Water source was pond.,1,0,0,pond,0.1913636363636363,GREEN,0.0,0.1,0.1,0.1,0.4545454545454545,Water sources appear safe. Continue routine monitoring and standard operations.
V3,2025-02-10,7.13,3.02,299.9,2.4,0,1,1,Field worker noticed 0 diarrhea cases and 1 fever cases in the village. Source: handpump.,0,0,1,handpump,0.1409090909090909,GREEN,0.0,0.1,0.4,0.1,0.1363636363636363,Water sources appear safe. Continue routine monitoring and standard operations.
V3,2025-02-11,7.09,8.8,387.1,58.7,2,2,0,Field worker noticed 2 diarrhea cases and 0 fever cases in the village. Source: pond.,2,0,0,pond,0.5627272727272727,RED,0.0,0.5,0.1,1.0,0.9090909090909092,High water turbidity risk detected. Inspect filtration units and intake points. Recent rainfall may increase contamination risk. Increase monitoring frequency. Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-02-12,7.03,3.04,280.5,7.4,2,0,0,2 persons reported diarrhea and 0 vomiting today. Water source was pond.,1,0,0,pond,0.2813636363636363,YELLOW,0.0,0.1,0.4,0.4,0.4545454545454545,Water sources appear safe. Continue routine monitoring and standard operations.
V3,2025-02-13,7.07,1.0,326.7,5.2,7,2,3,Field worker noticed 7 diarrhea cases and 3 fever cases in the village. Source: river.,7,0,3,river,0.4,YELLOW,0.0,0.1,0.1,0.4,1.0,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-02-14,7.1,3.02,351.2,1.1,2,0,0,"There are 2 loose motion cases, 0 vomiting cases and 0 fever cases today after drinking pond water.",2,0,0,pond,0.3277272727272727,YELLOW,0.0,0.1,0.1,0.1,0.9090909090909092,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-02-15,7.14,1.3,365.2,4.5,2,0,0,Field worker noticed 2 diarrhea cases and 0 fever cases in the village. Source: handpump.,2,0,0,handpump,0.3277272727272727,YELLOW,0.0,0.1,0.1,0.1,0.9090909090909092,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-02-16,7.12,4.09,360.4,5.8,2,0,1,Today 2 people have loose motions and 0 are vomiting after using handpump water.,2,1,0,handpump,0.4,YELLOW,0.0,0.1,0.1,0.4,1.0,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-02-17,7.05,7.0,305.7,50.4,0,0,2,Field worker noticed 0 diarrhea cases and 2 fever cases in the village. Source: handpump.,0,0,2,handpump,0.3718181818181818,YELLOW,0.0,0.5,0.1,1.0,0.2727272727272727,High water turbidity risk detected. Inspect filtration units and intake points. Recent rainfall may increase contamination risk. Increase monitoring frequency.
V3,2025-02-18,7.09,3.51,293.3,5.8,1,1,1,Today 1 people have loose motions and 1 are vomiting after using handpump water.,1,1,0,handpump,0.3768181818181817,YELLOW,0.0,0.1,0.4,0.4,0.7727272727272726,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-02-19,7.06,1.0,357.4,3.8,3,2,2,Field worker noticed 3 diarrhea cases and 2 fever cases in the village. Source: pond.,3,0,2,pond,0.355,YELLOW,0.0,0.1,0.1,0.1,1.0,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-02-20,7.11,6.78,353.5,33.4,1,0,0,Today 1 people have loose motions and 0 are vomiting after using pond water.,1,1,0,pond,0.5103181818181817,YELLOW,0.0,0.5,0.1,0.9233333333333332,0.7727272727272726,High water turbidity risk detected. Inspect filtration units and intake points. Recent rainfall may increase contamination risk. Increase monitoring frequency. Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-02-21,7.19,7.51,375.2,28.8,3,1,0,3 persons reported diarrhea and 1 vomiting today. Water source was handpump.,1,1,0,handpump,0.4988181818181817,YELLOW,0.0,0.5,0.1,0.8466666666666667,0.7727272727272726,High water turbidity risk detected. Inspect filtration units and intake points. Recent rainfall may increase contamination risk. Increase monitoring frequency. Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-02-22,7.09,4.64,299.9,6.7,1,0,0,Field worker noticed 1 diarrhea cases and 0 fever cases in the village. Source: river.,1,0,0,river,0.2813636363636363,YELLOW,0.0,0.1,0.4,0.4,0.4545454545454545,Water sources appear safe. Continue routine monitoring and standard operations.
V3,2025-02-23,7.0,3.0,356.8,2.2,4,0,2,4 persons reported diarrhea and 0 vomiting today. Water source was handpump.,1,0,0,handpump,0.1913636363636363,GREEN,0.0,0.1,0.1,0.1,0.4545454545454545,Water sources appear safe. Continue routine monitoring and standard operations.
V3,2025-02-24,7.08,5.01,416.5,23.2,1,1,1,Field worker noticed 1 diarrhea cases and 1 fever cases in the village. Source: handpump.,1,0,1,handpump,0.4302727272727272,YELLOW,0.0,0.5,0.1,0.7533333333333333,0.5909090909090908,High water turbidity risk detected. Inspect filtration units and intake points. Recent rainfall may increase contamination risk. Increase monitoring frequency.
V3,2025-02-25,7.08,2.03,341.9,0.6,0,0,1,Field worker noticed 0 diarrhea cases and 1 fever cases in the village. Source: pond.,0,0,1,pond,0.0959090909090909,GREEN,0.0,0.1,0.1,0.1,0.1363636363636363,Water sources appear safe. Continue routine monitoring and standard operations.
V3,2025-02-26,7.07,4.39,349.1,6.1,0,0,1,"There are 0 loose motion cases, 0 vomiting cases and 1 fever cases today after drinking handpump water.",0,0,1,handpump,0.1409090909090909,GREEN,0.0,0.1,0.1,0.4,0.1363636363636363,Water sources appear safe. Continue routine monitoring and standard operations.
V3,2025-02-27,7.1,2.02,338.7,3.3,0,2,1,Today 0 people have loose motions and 2 are vomiting after using river water.,0,1,0,river,0.1504545454545454,GREEN,0.0,0.1,0.1,0.1,0.3181818181818181,Water sources appear safe. Continue routine monitoring and standard operations.
V3,2025-02-28,7.04,3.21,361.7,2.1,2,0,0,"There are 2 loose motion cases, 0 vomiting cases and 0 fever cases today after drinking pond water.",2,0,0,pond,0.3277272727272727,YELLOW,0.0,0.1,0.1,0.1,0.9090909090909092,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
V3,2025-03-01,7.07,1.13,332.0,1.8,1,0,2,Today 1 people have loose motions and 0 are vomiting after using river water.,1,1,0,river,0.2868181818181817,YELLOW,0.0,0.1,0.1,0.1,0.7727272727272726,Public health indicators suggest elevated risk. Use only boiled or treated water for drinking.
